"","country","region","year","co2","population","gdp","tpes"
"6311","Brunei Darussalam","Asia",2013,6.851911,0.411,28.406,127.3691
"6312","Cambodia","Asia",2013,5.169466,15.079,43.658,250.3705
"6313","DPR of Korea","Asia",2013,25.102493,24.896,98.861,367.9683
"6314","India","Asia",2013,1852.614001,1279.499,6366.368,32505.0667
"6315","Indonesia","Asia",2013,398.011326,251.268,2381.252,9022.1413
"6316","Malaysia","Asia",2013,209.043276,29.465,675.959,3676.2986
"6317","Mongolia","Asia",2013,18.278426,2.859,30.135,214.6575
"6318","Myanmar","Asia",2013,13.759538,52.984,264.986,668.5674
"6319","Nepal","Asia",2013,4.862305,27.835,59.334,470.2824
"6320","Pakistan","Asia",2013,133.519084,181.193,794.772,3692.9191
"6321","Philippines","Asia",2013,89.628656,97.572,608.531,1875.4667
"6322","Singapore","Asia",2013,46.242881,5.399,412.86,1065.1903
"6323","Sri Lanka","Asia",2013,13.736771,20.585,206.5,420.0485
"6324","Chinese Taipei","Asia",2013,247.594162,23.337,942.006,4531.2129
"6325","Thailand","Asia",2013,247.442609,67.451,985.685,5682.1639
"6326","Viet Nam","Asia",2013,130.019302,89.76,450.425,2583.4434
"6327","Other Asia","Asia",2013,39.133529,50.075,215.808,777.4995
"6328","People's Rep. of China","China",2013,8995.788571,1357.38,15733.519,121782.7658
"6329","Hong Kong, China","China",2013,46.0464,7.188,363.822,584.2542
"6330","Argentina","Non-OECD Americas",2013,180.794842,42.538,706.102,3475.2522
"6331","Bolivia","Non-OECD Americas",2013,16.905524,10.4,62.064,325.96
"6332","Brazil","Non-OECD Americas",2013,451.325046,204.259,3060.025,12297.87
"6333","Colombia","Non-OECD Americas",2013,70.869199,47.342,570.367,1408.9949
"6334","Costa Rica","Non-OECD Americas",2013,7.229639,4.706,62.886,203.5461
"6335","Cuba","Non-OECD Americas",2013,29.42163,11.363,222.233,482.8532
"6336","Curaçao","Non-OECD Americas",2013,4.412213,0.154,1.656,75.5277
"6337","Dominican Republic","Non-OECD Americas",2013,21.244214,10.281,120.657,324.7703
"6338","Ecuador","Non-OECD Americas",2013,35.871179,15.661,163.659,555.0343
"6339","El Salvador","Non-OECD Americas",2013,5.728784,6.09,46.764,167.0037
"6340","Guatemala","Non-OECD Americas",2013,12.224064,15.691,107.042,504.2999
"6341","Haiti","Non-OECD Americas",2013,2.165035,10.431,16.653,171.5796
"6342","Honduras","Non-OECD Americas",2013,8.450567,7.849,35.437,217.6925
"6343","Jamaica","Non-OECD Americas",2013,7.320442,2.773,22.409,120.5021
"6344","Nicaragua","Non-OECD Americas",2013,4.290134,5.946,26.526,143.3606
"6345","Panama","Non-OECD Americas",2013,9.871058,3.806,71.672,166.2954
"6346","Paraguay","Non-OECD Americas",2013,4.93472,6.466,52.119,206.8556
"6347","Peru","Non-OECD Americas",2013,44.841274,30.565,339.617,947.1096
"6348","Suriname","Non-OECD Americas",2013,1.967521,0.533,8.219,28.969
"6349","Trinidad and Tobago","Non-OECD Americas",2013,22.946504,1.348,40.355,820.6184
"6350","Uruguay","Non-OECD Americas",2013,7.106437,3.408,64.346,192.7304
"6351","Venezuela","Non-OECD Americas",2013,155.958659,30.276,524.738,2878.8406
"6352","Other Non-OECD Americas","Non-OECD Americas",2013,19.782622,3.42,42.124,296.4545
"6353","Bahrain","Middle East",2013,28.284947,1.349,55.452,581.899
"6354","Islamic Rep. of Iran","Middle East",2013,535.806198,77.152,1211.218,9251.4909
"6355","Iraq","Middle East",2013,135.165123,34.107,500.561,2067.4086
"6356","Jordan","Middle East",2013,22.336176,7.215,72.184,323.5429
"6357","Kuwait","Middle East",2013,83.517917,3.594,261.192,1411.2857
"6358","Lebanon","Middle East",2013,20.635189,5.287,72.743,296.1569
"6359","Oman","Middle East",2013,56.475848,3.907,152.431,1023.0195
"6360","Qatar","Middle East",2013,72.785572,2.101,273.679,1689.1056
"6361","Saudi Arabia","Middle East",2013,471.043596,30.201,1448.835,8011.9722
"6362","Syrian Arab Republic","Middle East",2013,29.925608,19.323,71.279,487.2098
"6363","United Arab Emirates","Middle East",2013,176.624722,9.04,551.264,2796.3575
"6364","Yemen","Middle East",2013,23.879673,25.533,94.738,345.4806
"6365","Canada","OECD Americas",2014,554.438509,35.544,1501.299,11673.5108
"6366","Chile","OECD Americas",2014,75.797274,17.836,367.129,1475.4368
"6367","Mexico","OECD Americas",2014,434.092245,119.713,1939.619,7877.9752
"6368","United States","OECD Americas",2014,5168.111435,319.233,16177.455,92813.3197
"6369","Australia","OECD Asia Oceania",2014,373.340615,23.663,1048.535,5244.1616
"6370","Israel","OECD Asia Oceania",2014,61.275041,8.212,254.796,898.5011
"6371","Japan","OECD Asia Oceania",2014,1184.355171,127.12,4436.994,18389.5813
"6372","Korea","OECD Asia Oceania",2014,567.810479,50.424,1697.626,11238.5075
"6373","New Zealand","OECD Asia Oceania",2014,31.24351,4.534,150.346,858.0247
"6374","Austria","OECD Europe",2014,60.641422,8.544,365.807,1340.038
"6375","Belgium","OECD Europe",2014,87.311501,11.157,452.763,2216.9116
"6376","Czech Republic","OECD Europe",2014,98.396164,10.525,299.662,1757.3472
"6377","Denmark","OECD Europe",2014,34.432922,5.643,249.125,674.4585
"6378","Estonia","OECD Europe",2014,18.594407,1.316,33.695,250.666
"6379","Finland","OECD Europe",2014,45.456122,5.463,207.555,1428.0162
"6380","France","OECD Europe",2014,284.039838,66.227,2424.971,10162.3313
"6381","Germany","OECD Europe",2014,723.269628,80.983,3414.709,12799.9224
"6382","Greece","OECD Europe",2014,65.769935,10.892,256.54,968.4287
"6383","Hungary","OECD Europe",2014,39.996635,9.866,228.332,997.6334
"6384","Iceland","OECD Europe",2014,2.043861,0.327,13.42,245.5462
"6385","Ireland","OECD Europe",2014,33.863676,4.615,213.654,533.8471
"6386","Italy","OECD Europe",2014,319.713284,60.789,1999.387,6145.0768
"6387","Latvia","OECD Europe",2014,6.723223,1.994,42.789,181.7135
"6388","Luxembourg","OECD Europe",2014,9.275624,0.558,48.806,160.0868
"6389","Netherlands","OECD Europe",2014,148.491743,16.863,754.31,3053.5503
"6390","Norway","OECD Europe",2014,35.398231,5.137,302.812,1163.9116
"6391","Poland","OECD Europe",2014,279.123467,38.484,896.467,3937.1149
"6392","Portugal","OECD Europe",2014,42.828782,10.401,271.891,886.3434
"6393","Slovak Republic","OECD Europe",2014,29.160801,5.419,146.72,667.7154
"6394","Slovenia","OECD Europe",2014,12.759889,2.062,56.872,278.4545
"6395","Spain","OECD Europe",2014,231.989682,46.455,1426.599,4796.3437
"6396","Sweden","OECD Europe",2014,37.280174,9.696,415.542,2018.7069
"6397","Switzerland","OECD Europe",2014,37.857678,8.189,442.36,1049.1609
"6398","Turkey","OECD Europe",2014,306.588444,76.619,1677.618,5087.0351
"6399","United Kingdom","OECD Europe",2014,406.760748,64.597,2423.35,7531.6723
"6400","Albania","Non-OECD Europe and Eurasia",2014,4.121795,2.894,29.014,97.7916
"6401","Armenia","Non-OECD Europe and Eurasia",2014,5.218717,3.006,22.697,123.8765
"6402","Azerbaijan","Non-OECD Europe and Eurasia",2014,30.785499,9.535,156.156,599.6517
"6403","Belarus","Non-OECD Europe and Eurasia",2014,57.427865,9.475,161.184,1161.682
"6404","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",2014,21.627759,3.818,35.482,327.5756
"6405","Bulgaria","Non-OECD Europe and Eurasia",2014,41.610613,7.224,116.234,748.6345
"6406","Croatia","Non-OECD Europe and Eurasia",2014,15.112808,4.238,80.631,336.7833
"6407","Cyprus","Non-OECD Europe and Eurasia",2014,5.77522,0.858,25.341,82.6012
"6408","FYR of Macedonia","Non-OECD Europe and Eurasia",2014,7.444286,2.076,26.149,112.6599
"6409","Georgia","Non-OECD Europe and Eurasia",2014,7.719252,3.727,31.948,183.7973
"6410","Gibraltar","Non-OECD Europe and Eurasia",2014,0.536399,0.033,0.98,8.1672
"6411","Kazakhstan","Non-OECD Europe and Eurasia",2014,229.79652,17.289,416.392,3209.9067
"6412","Kosovo","Non-OECD Europe and Eurasia",2014,7.403247,1.822,15.531,92.5434
"6413","Kyrgyzstan","Non-OECD Europe and Eurasia",2014,9.034763,5.836,18.191,171.0328
"6414","Lithuania","Non-OECD Europe and Eurasia",2014,10.459406,2.932,73.383,293.0914
"6415","Malta","Non-OECD Europe and Eurasia",2014,2.353075,0.427,12.523,32.4128
"6416","Republic of Moldova","Non-OECD Europe and Eurasia",2014,7.245392,3.556,16.656,138.2283
"6417","Montenegro","Non-OECD Europe and Eurasia",2014,2.221148,0.622,8.811,40.0629
"6418","Romania","Non-OECD Europe and Eurasia",2014,68.198335,19.909,364.341,1321.6398
"6419","Russian Federation","Non-OECD Europe and Eurasia",2014,1486.86886,143.82,3223.429,30334.1611
"6420","Serbia","Non-OECD Europe and Eurasia",2014,38.109698,7.131,87.057,555.1194
"6421","Tajikistan","Non-OECD Europe and Eurasia",2014,4.066733,8.296,20.865,107.8608
"6422","Turkmenistan","Non-OECD Europe and Eurasia",2014,66.997232,5.307,76.759,1119.9381
"6423","Ukraine","Non-OECD Europe and Eurasia",2014,234.736296,45.272,348.184,4425.7751
"6424","Uzbekistan","Non-OECD Europe and Eurasia",2014,97.896319,30.758,160.227,1828.658
"6425","Former Soviet Union (if no detail)","Non-OECD Europe and Eurasia",2014,NA,NA,NA,NA
"6426","Former Yugoslavia (if no detail)","Non-OECD Europe and Eurasia",2014,NA,NA,NA,NA
"6427","Algeria","Africa",2014,123.117178,38.934,516.654,2163.4275
"6428","Angola","Africa",2014,19.297134,24.228,165.117,614.4785
"6429","Benin","Africa",2014,4.782993,10.598,20.169,177.3529
"6430","Botswana","Africa",2014,6.95337,2.22,33.061,113.7356
"6431","Cameroon","Africa",2014,5.633331,22.773,63.268,313.8366
"6432","Congo","Africa",2014,2.639245,4.505,26.431,110.0338
"6433","Côte d'Ivoire","Africa",2014,8.936831,22.157,67.24,580.8709
"6434","Dem. Rep. of Congo","Africa",2014,4.65533,74.877,52.162,1202.4079
"6435","Egypt","Africa",2014,193.3096,89.58,881.939,3369.2438
"6436","Eritrea","Africa",2014,0.583533,5.11,7.668,34.3915
"6437","Ethiopia","Africa",2014,10.128933,96.959,135.923,2035.1943
"6438","Gabon","Africa",2014,3.266005,1.688,30.651,209.4741
"6439","Ghana","Africa",2014,13.165491,26.787,102.197,372.2239
"6440","Kenya","Africa",2014,12.350029,44.864,123.891,991.5585
"6441","Libya","Africa",2014,47.89882,6.259,91.25,748.1277
"6442","Mauritius","Africa",2014,3.958456,1.261,22.073,58.6751
"6443","Morocco","Africa",2014,53.539206,33.921,241.313,797.7135
"6444","Mozambique","Africa",2014,3.879938,27.216,28.79,487.2629
"6445","Namibia","Africa",2014,3.59368,2.403,22.372,75.6045
"6446","Niger","Africa",2014,1.963763,19.114,16.887,121.9393
"6447","Nigeria","Africa",2014,60.092033,177.476,980.62,5633.821
"6448","Senegal","Africa",2014,6.259079,14.673,31.845,163.3522
"6449","South Africa","Africa",2014,434.60724,54.147,660.384,6095.6935
"6450","South Sudan","Africa",2014,1.547727,11.911,22.477,29.7862
"6451","Sudan","Africa",2014,13.449817,39.35,154.862,627.2783
"6452","United Rep. of Tanzania","Africa",2014,10.367454,51.823,119.356,1039.7553
"6453","Togo","Africa",2014,1.779184,7.115,9.316,139.0188
"6454","Tunisia","Africa",2014,25.029308,11.13,118.141,443.4704
"6455","Zambia","Africa",2014,3.188304,15.721,55.567,419.8227
"6456","Zimbabwe","Africa",2014,11.521712,15.246,25.53,463.2399
"6457","Other Africa","Africa",2014,30.317998,201.957,360.295,2828.7738
"6458","Bangladesh","Asia",2014,62.856291,159.078,464.332,1483.0983
"6459","Brunei Darussalam","Asia",2014,6.695294,0.417,27.739,148.7973
"6460","Cambodia","Asia",2014,6.096153,15.328,46.746,266.4791
"6461","DPR of Korea","Asia",2014,28.672476,25.027,99.85,402.1787
"6462","India","Asia",2014,2018.839568,1295.292,6823.437,34590.9809
"6463","Indonesia","Asia",2014,434.864839,254.455,2500.884,9400.7325
"6464","Malaysia","Asia",2014,220.516341,29.902,716.599,3755.6806
"6465","Mongolia","Asia",2014,17.936892,2.91,32.511,221.0818
"6466","Myanmar","Asia",2014,20.033367,53.437,288.039,775.2155
"6467","Nepal","Asia",2014,5.815758,28.175,62.887,488.0485
"6468","Pakistan","Asia",2014,141.569454,185.044,831.926,3851.7591
"6469","Philippines","Asia",2014,95.691998,99.139,646.372,2000.4965
"6470","Singapore","Asia",2014,45.324977,5.47,426.32,1091.4702
"6471","Sri Lanka","Asia",2014,16.739089,20.771,216.575,449.7028
"6472","Chinese Taipei","Asia",2014,249.660343,23.362,978.979,4615.1844
"6473","Thailand","Asia",2014,243.871999,67.726,993.744,5646.6547
"6474","Viet Nam","Asia",2014,143.40262,90.729,477.377,2799.4174
"6475","Other Asia","Asia",2014,26.596703,51.376,220.983,600.6483
"6476","People's Rep. of China","China",2014,9036.467107,1364.27,16881.698,123657.7699
"6477","Hong Kong, China","China",2014,47.939782,7.242,373.579,592.9508
"6478","Argentina","Non-OECD Americas",2014,185.825931,42.98,688.36,3509.8485
"6479","Bolivia","Non-OECD Americas",2014,18.299017,10.562,65.452,345.1856
"6480","Brazil","Non-OECD Americas",2014,474.863114,206.078,3075.446,12693.463
"6481","Colombia","Non-OECD Americas",2014,72.68268,47.791,595.382,1423.2517
"6482","Costa Rica","Non-OECD Americas",2014,7.263266,4.758,64.757,206.2224
"6483","Cuba","Non-OECD Americas",2014,29.363827,11.379,224.561,489.022
"6484","Curaçao","Non-OECD Americas",2014,4.74645,0.156,1.685,82.5797
"6485","Dominican Republic","Non-OECD Americas",2014,20.113531,10.406,129.837,318.2623
"6486","Ecuador","Non-OECD Americas",2014,38.726039,15.903,170.193,593.7144
"6487","El Salvador","Non-OECD Americas",2014,5.875038,6.108,47.43,170.23
"6488","Guatemala","Non-OECD Americas",2014,16.144555,16.015,111.51,553.4137
"6489","Haiti","Non-OECD Americas",2014,2.761679,10.572,17.119,173.8727
"6490","Honduras","Non-OECD Americas",2014,8.746949,7.962,36.53,224.1952
"6491","Jamaica","Non-OECD Americas",2014,7.129833,2.783,22.564,117.6155
"6492","Nicaragua","Non-OECD Americas",2014,4.521451,6.014,27.737,150.9525
"6493","Panama","Non-OECD Americas",2014,10.585123,3.868,76.01,176.3861
"6494","Paraguay","Non-OECD Americas",2014,5.187121,6.553,54.58,216.3719
"6495","Peru","Non-OECD Americas",2014,48.061415,30.973,347.613,994.9905
"6496","Suriname","Non-OECD Americas",2014,1.991931,0.538,8.371,28.8935
"6497","Trinidad and Tobago","Non-OECD Americas",2014,23.233137,1.354,40.122,819.1843
"6498","Uruguay","Non-OECD Americas",2014,6.268833,3.42,66.43,196.2131
"6499","Venezuela","Non-OECD Americas",2014,154.808142,30.694,504.303,2826.0264
"6500","Other Non-OECD Americas","Non-OECD Americas",2014,19.047921,3.45,40.597,281.0674
"6501","Bahrain","Middle East",2014,29.687046,1.362,57.865,589.01
"6502","Islamic Rep. of Iran","Middle East",2014,556.506382,78.144,1263.826,9929.3701
"6503","Iraq","Middle East",2014,141.026292,35.273,500.862,2072.0214
"6504","Jordan","Middle East",2014,23.992072,7.416,74.419,342.4774
"6505","Kuwait","Middle East",2014,79.00178,3.753,262.498,1330.8051
"6506","Lebanon","Middle East",2014,22.368549,5.612,74.052,313.8048
"6507","Oman","Middle East",2014,59.87593,4.236,156.307,1018.5363
"6508","Qatar","Middle East",2014,78.419608,2.172,284.568,1858.4273
"6509","Saudi Arabia","Middle East",2014,506.593916,30.887,1501.553,8932.8879
"6510","Syrian Arab Republic","Middle East",2014,27.615012,18.772,52.219,450.458
"6511","United Arab Emirates","Middle East",2014,176.293434,9.086,568.243,3064.4575
"6512","Yemen","Middle East",2014,22.44281,26.184,94.56,317.495
"6513","Canada","OECD Americas",2015,549.233222,35.852,1515.437,11312.3895
"6514","Chile","OECD Americas",2015,81.647246,18.045,375.593,1511.9141
"6515","Mexico","OECD Americas",2015,442.306861,121.005,1990.232,7844.6574
"6516","United States","OECD Americas",2015,4997.501712,321.704,16597.446,91618.8263
"6517","Australia","OECD Asia Oceania",2015,380.928731,24.066,1077.535,5246.2092
"6518","Israel","OECD Asia Oceania",2015,62.286348,8.377,261.186,961.9806
"6519","Japan","OECD Asia Oceania",2015,1141.576483,126.981,4462.319,17994.253
"6520","Korea","OECD Asia Oceania",2015,585.986704,50.617,1741.967,11416.9975
"6521","New Zealand","OECD Asia Oceania",2015,31.151031,4.623,155.345,863.5636
"6522","Austria","OECD Europe",2015,62.142376,8.63,369.329,1373.0107
"6523","Belgium","OECD Europe",2015,92.459237,11.212,459.555,2230.2701
"6524","Czech Republic","OECD Europe",2015,99.552019,10.543,313.253,1764.6451
"6525","Denmark","OECD Europe",2015,31.976714,5.682,253.126,673.9126
"6526","Estonia","OECD Europe",2015,15.532807,1.313,34.182,227.086
"6527","Finland","OECD Europe",2015,42.07436,5.481,208.113,1360.1369
"6528","France","OECD Europe",2015,290.488289,66.504,2455.87,10320.7067
"6529","Germany","OECD Europe",2015,729.769076,81.687,3473.468,12886.7497
"6530","Greece","OECD Europe",2015,64.577857,10.858,255.978,970.7183
"6531","Hungary","OECD Europe",2015,42.484707,9.839,235.52,1055.4628
"6532","Iceland","OECD Europe",2015,2.053694,0.331,13.98,233.7478
"6533","Ireland","OECD Europe",2015,35.315651,4.642,269.794,555.3126
"6534","Italy","OECD Europe",2015,330.747549,60.731,2015.047,6389.2558
"6535","Latvia","OECD Europe",2015,6.843927,1.977,43.95,178.4702
"6536","Luxembourg","OECD Europe",2015,8.801632,0.569,50.76,155.9609
"6537","Netherlands","OECD Europe",2015,155.998105,16.932,769.032,3091.1629
"6538","Norway","OECD Europe",2015,36.721848,5.191,307.691,1239.9786
"6539","Poland","OECD Europe",2015,282.396795,38.455,931.796,3974.4768
"6540","Portugal","OECD Europe",2015,47.040204,10.358,276.226,919.6625
"6541","Slovak Republic","OECD Europe",2015,29.435118,5.422,152.341,686.3179
"6542","Slovenia","OECD Europe",2015,12.835653,2.063,58.19,275.1305
"6543","Spain","OECD Europe",2015,247.009468,46.407,1472.317,4978.9195
"6544","Sweden","OECD Europe",2015,37.073974,9.799,432.516,1902.9265
"6545","Switzerland","OECD Europe",2015,37.311961,8.282,446.086,1027.1612
"6546","Turkey","OECD Europe",2015,317.21731,77.451,1779.242,5393.0275
"6547","United Kingdom","OECD Europe",2015,389.750141,65.11,2476.524,7567.6095
"6548","Albania","Non-OECD Europe and Eurasia",2015,3.823523,2.889,29.827,91.6774
"6549","Armenia","Non-OECD Europe and Eurasia",2015,4.697274,3.018,23.378,128.4294
"6550","Azerbaijan","Non-OECD Europe and Eurasia",2015,30.797881,9.649,157.874,601.0489
"6551","Belarus","Non-OECD Europe and Eurasia",2015,53.195042,9.49,154.917,1057.8682
"6552","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",2015,22.241619,3.81,36.559,336.2869
"6553","Bulgaria","Non-OECD Europe and Eurasia",2015,43.788951,7.178,120.439,779.0375
"6554","Croatia","Non-OECD Europe and Eurasia",2015,15.508689,4.204,81.957,351.586
"6555","Cyprus","Non-OECD Europe and Eurasia",2015,5.899039,0.847,25.767,84.3353
"6556","FYR of Macedonia","Non-OECD Europe and Eurasia",2015,7.239488,2.078,27.108,112.1366
"6557","Georgia","Non-OECD Europe and Eurasia",2015,8.382349,3.717,32.835,193.9081
"6558","Gibraltar","Non-OECD Europe and Eurasia",2015,0.57387,0.033,1,8.6734
"6559","Kazakhstan","Non-OECD Europe and Eurasia",2015,225.146086,17.544,421.388,3269.5871
"6560","Kosovo","Non-OECD Europe and Eurasia",2015,8.618216,1.802,16.139,105.3258
"6561","Kyrgyzstan","Non-OECD Europe and Eurasia",2015,9.882894,5.957,18.822,166.6866
"6562","Lithuania","Non-OECD Europe and Eurasia",2015,10.546705,2.905,74.688,302.3682
"6563","Malta","Non-OECD Europe and Eurasia",2015,1.645376,0.432,13.294,26.8517
